# Joint metrics table generated from MetricsOutput.tsv files parsed with file_parser.py / Parse_section_tsv.
# WORKFLOW_TYPE and WORKFLOW_VERSION identify whether each row came from DRAGEN or LocalApp.
# RECORD_TYPE identifies DNA_SAMPLE, RNA_SAMPLE, LOWER_THRESHOLD, or UPPER_THRESHOLD rows.
# DNA-specific metric columns use the DNA_ prefix. RNA-specific metric columns use the RNA_ prefix. Metadata columns do not use DNA_ or RNA_ prefixes.
# Interpret metrics cautiously when multiple workflows contribute data because similarly named metrics can be generated or formatted differently across workflows.
SAMPLE_ID	RUN	WORKFLOW_TYPE	WORKFLOW_VERSION	RECORD_TYPE	COMPLETED_ALL_STEPS	FAILED_STEPS	PCT_PF_READS	PCT_Q30_R1	PCT_Q30_R2	STEPS_NOT_EXECUTED	DNA_ALLELE_DOSAGE_RATIO	DNA_CONTAMINATION_P_VALUE	DNA_CONTAMINATION_SCORE	DNA_COVERAGE_MAD	DNA_EXCESSIVE_TF	DNA_GENE_SCALED_MAD	DNA_MEAN_FAMILY_SIZE	DNA_MEAN_TARGET_COVERAGE	DNA_MEDIAN_BIN_COUNT_CNV_TARGET	DNA_MEDIAN_EXON_COVERAGE	DNA_MEDIAN_INSERT_SIZE	DNA_MEDIAN_TARGET_COVERAGE	DNA_MEDIAN_TARGET_HRD_COVERAGE	DNA_PCT_ALIGNED_READS	DNA_PCT_CHIMERIC_READS	DNA_PCT_CONTAMINATION_EST	DNA_PCT_EXON_100X	DNA_PCT_EXON_50X	DNA_PCT_PF_UQ_READS	DNA_PCT_Q30_BASES	DNA_PCT_READ_ENRICHMENT	DNA_PCT_SOFT_CLIPPED_BASES	DNA_PCT_TARGET_0_4X_MEAN	DNA_PCT_TARGET_100X	DNA_PCT_TARGET_250X	DNA_PCT_TARGET_50X	DNA_PCT_TARGET_HRD_50X	DNA_PCT_USABLE_UMI_READS	DNA_TOTAL_PF_READS	DNA_USABLE_MSI_SITES	RNA_GENE_ABOVE_MEDIAN_CUTOFF	RNA_GENE_MEDIAN_COVERAGE	RNA_MEDIAN_CV_GENE_500X	RNA_MEDIAN_INSERT_SIZE	RNA_PCT_CHIMERIC_READS	RNA_PCT_ON_TARGET_READS	RNA_PCT_Q30_BASES	RNA_PCT_SOFT_CLIPPED_BASES	RNA_SCALED_MEDIAN_GENE_COVERAGE	RNA_TOTAL_ON_TARGET_READS	RNA_TOTAL_PF_READS
IPD1529-R03-d02-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.98	129	0.15	94.3	NA	NA	4034.7	22605536	23962474
IPD1707-D01-P01-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.999	661	0.180	NA	NA	3.7	550.7	4.5	332	104	325.0	NA	98.6	1.58	2.0	98.7	99.4	100.0	NA	78.7	NA	83.6	98.1	75.2	NA	NA	99.9	122888286	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1707-R03-P01-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.17	124	0.20	94.4	NA	NA	5264.2	26021130	27558352
IPD1849-D01-X11-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	111	0.082	NA	NA	2.8	836.4	9.5	755	112	708.0	NA	98.4	0.83	0.3	99.1	99.5	100.0	NA	78.7	NA	92.8	98.8	96.1	NA	NA	99.9	132699212	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1855-D01-D11-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.800	1438	0.119	NA	NA	3.3	739.4	8.6	654	104	606.0	NA	98.7	1.25	1.5	99.1	99.4	100.0	NA	78.7	NA	93.4	98.6	95.6	NA	NA	99.9	146539640	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1859-D01-X11-A07_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.026	2139	0.113	NA	NA	3.1	867.7	11.1	874	114	830.0	NA	98.6	0.64	4.5	98.9	99.3	100.0	NA	78.9	NA	94.3	98.4	96.4	NA	NA	99.9	151559490	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1865-D01-X11-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	65	0.092	NA	NA	3.1	920.7	12.2	950	108	920.0	NA	96.0	0.24	0.3	98.9	99.4	100.0	NA	76.7	NA	95.0	98.5	96.8	NA	NA	99.9	174712308	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1866-D01-d01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	589	0.122	NA	NA	2.4	686.9	8.7	667	105	650.0	NA	96.4	1.32	0.8	98.8	99.3	100.0	NA	74.0	NA	94.7	98.2	95.5	NA	NA	99.9	106940452	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1866-R03-d01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.04	99	0.15	93.3	NA	NA	3900.8	19668741	21087108
IPD1867-D01-D01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.001	2819	0.196	NA	NA	2.8	744.2	9.2	725	115	713.0	NA	98.2	0.34	3.3	98.7	99.2	100.0	NA	77.5	NA	92.3	98.2	94.4	NA	NA	99.9	121210298	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1867-R03-D01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.29	108	0.17	94.2	NA	NA	4167.6	21292190	22592320
IPD1868-D01-D02-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	278	0.115	NA	NA	2.5	938.3	10.0	771	105	722.0	NA	99.0	1.59	0.4	99.2	99.5	100.0	NA	77.3	NA	92.5	98.7	96.7	NA	NA	99.9	139518736	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1868-R03-D02-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.01	118	0.15	93.6	NA	NA	4803.7	22655420	24213726
IPD1869-D01-d01-A19_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	55	0.086	NA	NA	2.3	822.1	10.6	841	111	806.0	NA	98.2	0.19	0.3	98.8	99.2	100.0	NA	77.2	NA	94.3	98.2	96.0	NA	NA	99.9	112560632	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1869-R03-d01-A19_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.21	138	0.15	94.8	NA	NA	5830.7	27540923	29054666
IPD1870-D01-M01-A07_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.000	3396	0.119	NA	NA	1.9	841.9	8.5	709	114	628.0	NA	96.8	0.94	4.1	98.7	99.2	100.0	NA	75.5	NA	86.2	98.0	93.4	NA	NA	99.9	94630046	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1870-R03-M01-A07_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.25	104	0.12	96.1	NA	NA	6294.3	27959971	29083472
IPD1871-D01-P01-A01_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	32	0.105	NA	NA	2.6	685.8	8.7	686	110	655.0	NA	98.6	0.88	0.3	98.8	99.3	100.0	NA	77.4	NA	94.7	98.1	95.4	NA	NA	99.9	104353972	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1871-R03-P01-A01_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.23	119	0.19	94.4	NA	NA	5073.1	24009430	25422810
IPD1872-D01-D01-A19_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.000	3874	0.120	NA	NA	2.0	825.0	9.7	779	108	732.0	NA	98.0	0.77	4.0	98.8	99.3	100.0	NA	77.5	NA	90.5	98.0	94.4	NA	NA	99.9	96721918	109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1872-R03-D01-A19_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.83	119	0.17	94.3	NA	NA	5325.4	25401027	26938384
IPD1873-D01-P01-A23_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	171	0.122	NA	NA	2.8	497.8	7.0	501	94	482.0	NA	98.4	0.65	0.5	98.2	99.1	100.0	NA	80.5	NA	92.7	97.2	88.4	NA	NA	99.9	88155194	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1873-R03-P01-A23_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.51	108	0.19	93.5	NA	NA	3314.5	16773008	17940548
IPD1875-D01-P01-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	642	0.103	NA	NA	2.9	570.7	8.0	579	94	562.0	NA	98.6	0.96	0.9	98.6	99.2	100.0	NA	79.9	NA	94.7	97.7	93.9	NA	NA	99.9	104522378	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1875-R03-P01-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.97	90	0.17	93.2	NA	NA	2347.2	16214232	17403464
IPD1876-D01-d01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.000	4581	0.161	NA	NA	1.8	871.7	7.5	580	103	544.0	NA	98.1	1.36	4.4	99.0	99.4	100.0	NA	75.2	NA	82.0	98.3	93.5	NA	NA	99.9	100488014	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1876-R03-d01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.36	134	0.15	93.7	NA	NA	4841.4	22347794	23852754
IPD1877-D01-X01-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	338	0.117	NA	NA	3.7	307.2	5.2	311	78	306.0	NA	97.9	0.57	0.9	97.2	98.7	100.0	NA	79.6	NA	94.9	96.2	71.3	NA	NA	99.9	86654632	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1878-D01-M01-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.926	1158	0.150	NA	NA	2.9	421.3	6.0	414	92	400.0	NA	96.4	0.91	2.2	98.2	99.1	100.0	NA	76.7	NA	93.7	97.3	84.8	NA	NA	99.9	84301240	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1878-R03-M01-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.88	112	0.15	95.9	NA	NA	3961.5	21044724	21952086
IPD1879-D01-P01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	147	0.086	NA	NA	2.5	518.0	7.2	518	95	495.0	NA	98.8	0.90	0.4	98.7	99.3	100.0	NA	77.5	NA	95.4	97.9	93.5	NA	NA	99.9	83690328	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1879-R03-P01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.54	107	0.14	95.5	NA	NA	4410.6	22375473	23426226
IPD1880-D01-d01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.986	1471	0.123	NA	NA	3.3	308.1	4.9	304	75	288.0	NA	98.9	1.06	2.0	97.4	99.1	100.0	NA	78.0	NA	93.3	95.7	62.3	NA	NA	99.9	78748520	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1880-R03-d01-A09_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.60	94	0.17	91.9	NA	NA	3305.2	18879152	20532794
IPD1881-D01-D01-A25_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.486	1482	0.240	NA	NA	34.4	37.3	0.7	35	70	35.0	NA	97.6	1.91	10.6	0.3	20.7	100.0	NA	77.5	NA	94.3	0.3	0.0	NA	NA	99.9	116135636	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1883-D01-d01-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	36	0.082	NA	NA	2.6	728.5	9.7	751	106	730.0	NA	98.3	0.23	0.3	98.6	99.2	100.0	NA	80.1	NA	93.9	98.1	95.2	NA	NA	99.9	109407178	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1883-R03-d01-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.47	126	0.17	94.7	NA	NA	4980.3	23877455	25210440
IPD1888-D01-R01-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	688	0.116	NA	NA	3.1	517.5	7.7	532	92	522.0	NA	98.3	1.49	0.9	98.9	99.3	100.0	NA	76.6	NA	96.2	98.1	95.1	NA	NA	99.9	109084114	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1888-R03-R01-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.58	106	0.17	93.1	NA	NA	3800.1	19035714	20442354
IPD1889-D01-R02-A19_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	151	0.128	NA	NA	2.5	764.8	10.3	774	108	760.0	NA	98.8	0.22	0.5	98.6	99.1	100.0	NA	79.6	NA	94.8	98.3	95.9	NA	NA	99.9	110710694	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1889-R03-R01-A19_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.06	117	0.16	92.9	NA	NA	5627.4	27538417	29627196
IPD1890-D01-M01-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	77	0.103	NA	NA	2.5	760.5	9.5	751	113	732.0	NA	99.0	0.59	0.3	98.8	99.3	100.0	NA	78.1	NA	95.1	98.3	96.1	NA	NA	99.9	111477656	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1890-R03-M01-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.69	118	0.16	92.5	NA	NA	5852.0	27761277	29999830
IPD1891-D01-d02-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	127	0.141	NA	NA	2.9	866.4	9.9	761	113	745.0	NA	98.2	1.15	0.5	99.1	99.4	100.0	NA	78.3	NA	94.8	98.5	96.7	NA	NA	99.9	142732172	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1891-R03-d01-A18_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.23	124	0.16	92.1	NA	NA	5975.4	27619987	29999734
IPD1892-D01-P02-A23_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	173	0.127	NA	NA	2.7	899.1	11.4	908	114	882.0	NA	98.7	0.26	0.6	98.8	99.2	100.0	NA	78.6	NA	93.1	98.5	96.1	NA	NA	99.9	137510618	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1892-R03-P01-A23_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.32	114	0.16	94.1	NA	NA	5725.9	28217177	29999450
IPD1896-D01-e01-A16_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	19	0.091	NA	NA	3.1	615.8	9.1	663	98	647.0	NA	97.3	0.19	0.4	98.3	99.0	100.0	NA	80.8	NA	94.2	97.8	94.0	NA	NA	99.9	122169296	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1896-R03-e01-A16_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.90	96	0.20	90.3	NA	NA	2355.1	12903923	14294260
IPD1904-D01-A01-M17_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.768	10450	0.085	NA	NA	2.8	853.6	10.1	894	136	851.0	NA	97.7	0.15	9.2	98.6	99.1	100.0	NA	76.6	NA	93.5	98.4	96.1	NA	NA	99.9	124913528	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1904-R03-A01-M17_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.69	120	0.23	89.7	NA	NA	5795.6	26891615	29996222
IPO0050-D01-X01-A15_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	137	0.136	NA	NA	2.0	863.7	8.5	702	116	673.0	NA	99.0	1.26	0.3	98.9	99.3	100.0	NA	76.9	NA	92.4	98.2	95.9	NA	NA	99.9	96845956	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPO0050-R03-X01-A15_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.60	130	0.13	93.1	NA	NA	5679.1	27932516	29997896
LSL_Guideline	250530_A02134_0089_BHYGC3DRX5	dragen	2.6.2.4	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.000	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	50.0	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	2500000	NA
USL_Guideline	250530_A02134_0089_BHYGC3DRX5	dragen	2.6.2.4	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	1457	NA	0	0.134	NA	NA	NA	NA	NA	NA	NA	NA	8.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
TVD0016	250530_A02134_0089_BHYGC3DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0014	250530_A02134_0089_BHYGC3DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVR0017	250530_A02134_0089_BHYGC3DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
